localization_key,score,reasons,English_reference,English_display,preserved_tokens,preserved_in_locales
endi_rozloucen_taves_bach_X8Om,7,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: aves, bachtalo",,T´aves bachtalo!,aves; bachtalo,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
endi_rozloucen_taves_bach_uVkI,7,"English reference/display differ | token(s) preserved across 3+ localized displays: aves, bakhtalo, more | preserved token(s) also present in English reference","!T Te aves bakhtalo, more!","Te aves bakhtalo, more!",aves; bakhtalo; more,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
endi_rozloucen_taves_nane_GlOF,8,"English reference/display differ | token(s) preserved across 3+ localized displays: aves, Nane, vash, soske | preserved token(s) also present in English reference",!T Te aves... Nane vash soske!,Te aves... Nane vash soske!,aves; Nane; vash; soske,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
endi_rozloucen_taves_nane_lZNX,8,"English reference/display differ | token(s) preserved across 3+ localized displays: aves, Nane, vash, soske | preserved token(s) also present in English reference",!T Te aves... Nane vash soske!,Te aves... Nane vash soske!,aves; Nane; vash; soske,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
endi_rozloucen_tschus_hey_zSMh,8,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tschüss, Heinrich","!P Tschus, Heyne!","Tschüss, Heinrich!",Tschüss; Heinrich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
endi_rozloucen_viel_erfol_NYeo,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Viel, Erfolg, mein, Herr | preserved token(s) also present in English reference","!P Viel Erfolg, Mein Herr!","Viel Erfolg, mein Herr!",Viel; Erfolg; mein; Herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
endi_rozloucen_viel_erfol_WlUm,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Viel, Erfolg, Heinrich | preserved token(s) also present in English reference","!P Viel Erfolg, Heinrich!","Viel Erfolg, Heinrich!",Viel; Erfolg; Heinrich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
endi_rozloucen_viel_erfol_nOIi,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Viel, Erfolg, Heinrich | preserved token(s) also present in English reference","!P Viel Erfolg, Mein Herr!","Viel Erfolg, Heinrich!",Viel; Erfolg; Heinrich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
endi_rozloucen_wiedersehe_ShKI,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Wiedersehen, mein, Freund | preserved token(s) also present in English reference","!P Wiedersehen, mein Freund!","Auf Wiedersehen, mein Freund!",Wiedersehen; mein; Freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
endi_rozloucen_wiedersehe_sKIv,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Wiedersehen, mein, Freund | preserved token(s) also present in English reference","!P Wiedersehen, mein Freund!","Auf Wiedersehen, mein Freund!",Wiedersehen; mein; Freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
entr_ruthardka_simek_si_t_33AP,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Shimek | preserved token(s) also present in English reference,Shimek will take you to the lord. I hope he’ll find the time to listen to what you brought him.,Shimek will take you to the lord. I hope he’ll find the time to listen to what you have for him.,Shimek,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
erik_erik_dost_scheisse_xA42,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Scheiße,Scheisse!,Scheiße!,Scheiße,German; Italian; Russian; Spanish; Ukrainian
erik_erik_tamhle_vlevo_na_Hk3z,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Nebakov | preserved token(s) also present in English reference,Look… That's Nebakov up on the left. A commanding view of the whole valley.,Look… That's Nebakov up on the left. It's got a commanding view of the whole valley.,Nebakov,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
fabr_fabrizio_tahlo_je_ta_wzbb,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Volf,A rod is basically a long narrow bar. I’ve got the original one here that Wolf broke — you’ll need it for reference.,A crankshaft is basically a long narrow rod. I’ve got the original one here that Volf broke - you’ll need it for reference.,Volf,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
fabr_fabrizio_to_uz_je_te_O50b,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"That doesn’t matter now. Henry, there’s no other way — you’ll have to help us.","That doesn’t matter now. Henry, there’s no other way - you’ll have to help us.",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
fabr_fabrizio_vyborne_to__lCpF,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Benissimo | preserved token(s) also present in English reference,!P Benissimo! That’s the spirit!,Benissimo! That’s the spirit!,Benissimo,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
fabr_volf_akorat_ho_pak_n_kUU8,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: hehe | preserved token(s) also present in English reference,"Only thing is, you don’t need to sharpen it, hehe.","The only thing is, you don’t need to sharpen it, hehe.",hehe,Czech; Portuguese; Turkish; Vietnamese
fail_henry_no_potkal_sem__ePYN,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Grund | preserved token(s) also present in English reference,Well… I met your new wenches in Grund.,Well… I met your new wenches in Grund.,Grund,French; German; Italian; Turkish; Vietnamese
fail_henry_sakra_urNN,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Sakra | preserved token(s) also present in English reference,Sakra…,Sakra…,Sakra,Chineset; Czech; French; German; Italian; Japanese; Portuguese; Spanish; Turkish; Vietnamese
fall_henry_tak_z_ty_tvoji_OFdW,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Kvyetoslava | preserved token(s) also present in English reference,"So, your Kvyetoslava didn’t give me anything useful. She should’ve been called Blatherslava instead...","So, your Kvyetoslava didn’t give me anything useful. She should’ve been called Blatherslava instead...",Kvyetoslava,French; Italian; Portuguese; Turkish; Vietnamese
fals_henry_asi_si_na_chvi_LCvt,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: scriptorium | preserved token(s) also present in English reference,"I think I’ll borrow your scriptorium for a bit, if you don’t mind.","I think I’ll use your scriptorium for a bit, if you don’t mind.",scriptorium,French; Italian; Portuguese; Spanish
fals_henry_jde_o_vaznou_v_b1D9,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Albich | preserved token(s) also present in English reference,"It’s a serious matter, Albich would definitely have written it forcefully, like a command.","It’s a serious matter, Albich would definitely have written it forcefully, like a command.",Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
fals_henry_kdesi_sem_zasl_DBf5,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Albich | preserved token(s) also present in English reference,I heard the king’s got a cough. What would Albich have prescribed for that?,I heard the king’s got a cough. What would Albich have prescribed for that?,Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
fals_henry_koneckoncu_neb_za9R,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Radzig | preserved token(s) also present in English reference,"After all, he wouldn’t be the first or the last, would he, Sir Radzig?","After all, he wouldn’t be the first or the last, would he, Sir Radzig?",Radzig,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
fals_henry_s_tim_by_si_al_S54B,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Albich | preserved token(s) also present in English reference,But Albich would surely advise something to help with it... Hm…,But Albich would surely advise something to help with it... Hm…,Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
fals_henry_v_zaznamech_co_Zr40,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Albich | preserved token(s) also present in English reference,"In the records I’ve read, Albich didn’t address the king directly and kept things factual…","In the records I’ve read, Albich didn’t address the king directly and kept things factual…",Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
fals_henry_vaclav_moc_pije_6zsA,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Albich | preserved token(s) also present in English reference,Albich would certainly write to the king with great respect and humility. He’d greet him in a grand manner.,Albich would surely write to the king with great reverence and humility. He’d greet him in some grand manner.,Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
fals_henry_zadne_osloveni_PKS3,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Albich | preserved token(s) also present in English reference,"There’s no greeting, Albich just goes straight into advising the king.","There’s no greeting, Albich just goes straight into advising the king.",Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
fals_henry_zikmunda_urcit_XyCd,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Sigismund | preserved token(s) also present in English reference,Sigismund is surely wondering why King Wenceslas has no heirs…,Sigismund is surely wondering why King Wenceslas has no heirs…,Sigismund,German; Turkish; Vietnamese
fals_knihovnik_omlouvam_s_CaRG,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Sigismund | preserved token(s) also present in English reference,"I’m sorry, brother... I serve only one Lord and one king. And Sigismund is neither.","I’m sorry, brother... I serve only one Lord and one king. And Sigismund is neither.",Sigismund,German; Turkish; Vietnamese
fals_knihovnik_pokud_mas__GnOy,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: original | preserved token(s) also present in English reference,"If you have the original in front of you, it shouldn’t be hard to imitate the script and style.","If you have the original in front of you, it shouldn’t be hard to imitate the script and style.",original,French; German; Portuguese; Spanish
fano_ztracena__konecne_tu_3KRB,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Végre, unatkozunk | preserved token(s) also present in English reference",Végre nem unatkozunk!,Végre nem unatkozunk!,Végre; unatkozunk,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
fano_ztracena__placeholde_UQP9,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Nyírd | preserved token(s) also present in English reference,Nyírd ki!,Nyírd ki!,Nyírd,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
fano_ztracena__zapichni_ho_NWJY,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Szúrd,Belezd ki!,Szúrd le!,Szúrd,Chineses; Czech; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
farm_sedlak_sl_cisar_jo_t_kltW,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bergow, Ulrich | preserved token(s) also present in English reference","Von Bergow himself, eh? If you’d said Chamberlain Ulrich sent you, I might’ve believed you.","Von Bergow himself, eh? If you’d said Chamberlain Ulrich sent you, I might’ve believed you.",Bergow; Ulrich,French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
farm_sedlak_sl_no_dobra_d_9R9z,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Trosky | preserved token(s) also present in English reference,"I’ve been sent from Trosky. Word about that cockerel has already reached them, and if it turns out you’re hiding such blasphemy, you might find yourself swinging from a noose.","I’ve been sent from Trosky. Word about that cockerel has already reached them, and if it turns out you’re concealing such an ungodly thing, you might find yourself swinging from a noose.",Trosky,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
fina_aulitz_a_vydelavaji__tn3P,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Jobst | preserved token(s) also present in English reference,… while traitors like Jobst profit.,… while traitors like Jobst profit.,Jobst,French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
fina_aulitz_ale_zklamu_te_dMZe,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Hahaha | preserved token(s) also present in English reference,Because I do not know… And you will kill me anyway… Hahaha…,Because I do not know… And you will kill me anyway… Hahaha.,Hahaha,German; Portuguese; Turkish
fina_aulitz_ani_jeden_z_n_m9iH,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Sigismund | preserved token(s) also present in English reference,Eh… But you are right about one thing… Sigismund is not perfect either… Neither brother takes after their father…,Eh… But you are right about one thing… Sigismund is not perfect either… Neither brother takes after their father.,Sigismund,German; Turkish; Vietnamese
fina_aulitz_citim_litost__mqQO,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Sigismund | preserved token(s) also present in English reference,"I feel regret leaving my family, but I am consoled that I did the best for them and Sigismund will take care of them when he becomes king…","I feel regret at leaving my family, but I am consoled that I did the best for them and Sigismund will take care of them when he becomes king…",Sigismund,German; Turkish; Vietnamese
fina_aulitz_ja_mluvim_o_j_RIz9,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Joanna | preserved token(s) also present in English reference,But the one before her… Joanna… his first wife… He had her torn apart by dogs.,But the one before her… Joanna… his first wife… He had her torn apart by dogs.,Joanna,Polish; Turkish; Vietnamese
fina_aulitz_uz_davno_ne_o_O1sr,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Sigismund | preserved token(s) also present in English reference,You're too late… He left with Sigismund.,You're too late… He left with Sigismund.,Sigismund,German; Turkish; Vietnamese
fina_aulitz_vaclav_na_tuh_z2Ks,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Sigismund | preserved token(s) also present in English reference,Wenceslas is not interested in being king and Sigismund tries to win Bohemians' love by spilling their blood…,Wenceslas is not interested in being king and Sigismund tries to win Bohemians' love by spilling their blood…,Sigismund,German; Turkish; Vietnamese
fina_aulitz_zizka_by_nikd_V9R8,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Heheh | preserved token(s) also present in English reference,"… Heheh… Kill me if you like, I will not tell you…","… Heheh… Kill me if you like, I will not tell you.",Heheh,German; Portuguese; Turkish
fina_henry_no_obchazel_js_pDw2,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Lumir,"Well, I went to see the people Leopold said might know more. And…","Well, I went to see the people Lumir said might know more. And…",Lumir,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
fina_jindricho_za_nas_vse_6LNj,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Skalitz | preserved token(s) also present in English reference,For all of us. For Skalitz…,For all of us. For Skalitz…,Skalitz,German; Portuguese; Turkish; Vietnamese
fina_katerina__bylo_to_to_RvT7,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"It was the right decision, Henry. You must believe me. People like him always slide by but thanks to us… at least someone was brought to justice.","It was the right decision, Henry. You must believe me. People like him always slide by, but thanks to us… at least someone was brought to justice.",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
fina_katerina__nevim_jind_oi0r,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"I don't know Henry, I'd rather wring his neck, but… we'll see.","I don't know Henry, I'd gladly wring his neck, but… we'll see.",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
fina_katerina__sakra_prac_SOSU,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Sakra,Damantion! Those girls deserved it and that murderer…,"Sakra! Those girls didn't deserve this, and that murderer…",Sakra,Chineset; Czech; French; German; Italian; Portuguese; Spanish; Turkish
flor_posluchac_jsme_uz_je_8Ldh,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Florian | preserved token(s) also present in English reference,"I still don't know if I should believe you, Florian…","I still don't know if I should believe you, Florian…",Florian,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_albik_z_u_nemalou_ca_sZn4,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"As you know, Henry, I spent a good part of my life at King Wenceslas’s court, tending to his health.","As you know, Henry, I spent a good part of my life at King Wenceslas’s court, tending to his health.",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_bozetecha_byl_tady_p_I4fY,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Veles | preserved token(s) also present in English reference,"I just remembered who else asked me about Veles! A peculiar little fellow in a red cap. You wouldn’t happen to know him, would you?","I just remembered who else asked me about Veles! A peculiar little fellow in a red cap. You wouldn’t happen to know him, would you?",Veles,German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_bozetecha_jeho_hlava_w2pv,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: haha | preserved token(s) also present in English reference,"...because he had horns, see? I thought he was the devil himself. <haha> I hid under my grandma’s skirt, and she started laughing.","...because he had horns, see? I thought he was the devil himself.<haha> I hid under my grandma’s skirt, and she started laughing.",haha,Czech; French; German
forc_bozetecha_jeste_si_b_WKYv,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: hihihi | preserved token(s) also present in English reference,Now the neighbours will be whispering that I’ve got a suitor in my old age. <hihihi>,Now the neighbours will be whispering that I’ve got a suitor in my old age. <hihihi>,hihihi,Chineset; French; Italian
forc_bozetecha_kolem_neba_LHAM,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Nebakov | preserved token(s) also present in English reference,"By Nebakov Fort, there’s a little stream. Near the spring, there was some kind of pagan statue.","By Nebakov Fortress, there’s a little stream. Near the spring, there was some kind of pagan statue.",Nebakov,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_bozetecha_ne_pockej__j94V,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Semine | preserved token(s) also present in English reference,"No, you know what? You’d better take a look south of Lower Semine Pond.","No, you know what? You’d better take a look south of Lower Semine Pond.",Semine,French; Italian; Portuguese; Turkish; Vietnamese
forc_bozetecha_si_borec_y0I8,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Vlasta | preserved token(s) also present in English reference,"Lad, you talk like a preacher! I haven’t felt this kind of life in my veins since Vlasta.","Lad, you talk like a preacher! I haven’t felt this kind of life in my veins since Vlasta.",Vlasta,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_bozetecha_smich_MoBR,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: hahahaha | preserved token(s) also present in English reference,<hahahaha> But you’re really something. Your ma and pa must be so proud of you.,<hahahaha> But you’re really clever. Your ma and pa must be so proud of you.,hahahaha,Chineset; Czech; French; Portuguese
forc_bozetecha_zamysli_se_L3Sn,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Kerchak | preserved token(s) also present in English reference,Hm... She used to take me to a rocky hilltop... Between Rocktower Pond and Kerchak. It’s a little to the south. There was something made of stone there.,Hm... She used to take me to a rocky hilltop... Between Rocktower Pond and Kerchak. It’s a little to the south. There was something made of stone there.,Kerchak,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_dlc3_prep_drz_hubu_SX6J,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bavor | preserved token(s) also present in English reference,"Shut up! You found Bavor, didn’t you!?","Shut up! You found Bavor, didn’t you!?",Bavor,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_dlc3_veli_bohuzel_zd_XCFS,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"No, my lord. I’ve brought Henry here because we apprehended him in the hospital graveyard.","No, my lord. I’ve brought Henry here because we apprehended him in the infirmary graveyard.",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_dlc3_veli_ca_pico_HVnL,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Halt | preserved token(s) also present in English reference,Halt! I got word there was a fight here. What in the Virgin Mary’s name happened?!,Halt! I got word there was a fight here. What in the Virgin Mary’s name happened?!,Halt,Czech; German; Polish; Russian; Ukrainian
forc_dlc3_veli_coz_je_vel_ghuJ,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: grave | preserved token(s) also present in English reference,"That’s a very grave matter, especially with the monastery closed to outsiders.","That’s a very grave matter, especially with the monastery closed to outsiders.",grave,French; Italian; Spanish
forc_dlc3_veli_jindra_rek_CNFq,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,We detained Henry and…,We detained Henry and…,Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_dlc3_veli_jindricha__w7Ds,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"We’re bringing Henry from the hospital graveyard, where he disturbed the grave of the Lord of the Arrow.","We’re bringing Henry from the infirmary graveyard, where he disturbed the grave of the Lord of the Arrow.",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_dlc3_veli_nazdra_kam_dFHE,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,Henry! What in God’s name is going on here?,Henry! What in God’s name is going on here?,Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_dlc3_veli_niuc_nebud_hKFS,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Stimmt | preserved token(s) also present in English reference,"Stimmt, I regret it. I’d rather question both sides, but as I see, it’s too late for that.","Stimmt, I regret it. I’d rather question both sides, but as I see, it’s too late for that.",Stimmt,Chineset; Czech; French; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
forc_dlc3_veli_verim_ti_j_5ckW,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"I believe you, Henry, but you’ll need to give a full account to the Abbot.","I believe you, Henry, but you’ll need to give a full account to the Abbot.",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_dlc3_zach_a_my_jsme__odND,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Albich | preserved token(s) also present in English reference,"So Albich isn’t leaving, even if he wanted to.","So Albich isn’t leaving, even if he wanted to.",Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_henry__napadlo_me_ze_I1NU,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Magdalena | preserved token(s) also present in English reference,"… I thought you might want to stay and come and live with us. What do you think, Magdalena?","… I thought you might want to stay and come and live with us. What do you think, Magdalena?",Magdalena,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_henry_a_to_neni_vsec_Uaff,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Zacharias, Albich | preserved token(s) also present in English reference","And that’s not all. Before I could stop him, Zacharias poisoned Master Albich!","And that’s not all. Before I could stop him, Zacharias poisoned Master Albich!",Zacharias; Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_henry_ale_ja_vubec_n_eKub,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Bavor | preserved token(s) also present in English reference,I don’t even know what you’re talking about! Who even is Bavor?,I don’t even know what you’re talking about! Who's this Bavor anyway?,Bavor,Czech; German; Spanish; Turkish; Vietnamese
forc_henry_ale_prisaham_z_xLXG,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bavor | preserved token(s) also present in English reference,"But I swear, Bavor didn’t have the relic with him.","But I swear, Bavor didn’t have the relic with him.",Bavor,Czech; French; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_henry_bylinar_jachym_wWlO,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Denes, Joachim | preserved token(s) also present in English reference","Denes just killed the herbalist Joachim! And if I hadn’t fought back, he’d have killed me too!","Denes just killed the herbalist Joachim! And if I hadn’t fought back, he’d have killed me too!",Denes; Joachim,French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
forc_henry_hledal_jsem_tu_XNnA,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Boleslav, Bavor | preserved token(s) also present in English reference","I was looking for the grave of knight Boleslav Bavor. The Abbot knows about it, we’ve agreed.","I was looking for the grave of knight Boleslav Bavor. The Abbot knows about it, we’ve agreed.",Boleslav; Bavor,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_henry_jeste_jednou_d_taLR,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Zacharias | preserved token(s) also present in English reference,"Thank you again for your support, Your Grace. I’d best be off now, so we can settle this with Zacharias once and for all.","Thank you again for your support, Your Grace. I’d best be off now, so we can settle this with Zacharias once and for all.",Zacharias,French; German; Italian; Portuguese; Turkish; Vietnamese
forc_henry_mas_pravdu_pan_Cp0W,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bavor | preserved token(s) also present in English reference,"You’re right, sir. Bavor didn’t have it on him, it was in that compartment.","You’re right, sir. Bavor didn’t have it on him, it was in that compartment.",Bavor,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_henry_milostivy_opat_0yJY,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Zacharias, Albich | preserved token(s) also present in English reference","Your Grace, there’s no time for courtesies! Zacharias has poisoned Master Albich!","Your Grace, there’s no time for courtesies! Zacharias has poisoned Master Albich!",Zacharias; Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_henry_musim_dat_za_p_VQEu,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Crispin | preserved token(s) also present in English reference,"Brother Crispin doubted the relic’s existence from the beginning, and I’m afraid I must agree with him now.","Brother Crispin doubted the relic’s existence from the beginning, and I’m afraid I must agree with him now.",Crispin,French; Portuguese; Turkish; Vietnamese
forc_henry_nezdrzujte_me__jUwN,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Albich, Zacharias | preserved token(s) also present in English reference","Don’t delay me! I can’t tell you everything, but it concerns both Albich and Zacharias. And time is short!","Don’t delay me! I can’t tell you everything, but it concerns both Albich and Zacharias. And time is short!",Albich; Zacharias,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
forc_henry_no_vlastne_nic_Zz9J,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Veles | preserved token(s) also present in English reference,"No… Nothing really important. She only mentioned you’d been to her about Veles too, but she doesn’t remember much anymore.","No… Nothing really important. She only mentioned you’d been to her about Veles too, but she doesn’t remember much anymore.",Veles,German; Italian; Portuguese; Spanish; Turkish; Vietnamese
