localization_key,classification,revised_score,score,preserved_tokens,classification_notes,Chineses_reference,Chineses_display,Chineset_reference,Chineset_display,Czech_reference,Czech_display,English_reference,English_display,French_reference,French_display,German_reference,German_display,Italian_reference,Italian_display,Japanese_reference,Japanese_display,Korean_reference,Korean_display,Polish_reference,Polish_display,Portuguese_reference,Portuguese_display,Russian_reference,Russian_display,Spanish_reference,Spanish_display,Turkish_reference,Turkish_display,Ukrainian_reference,Ukrainian_display,Vietnamese_reference,Vietnamese_display,review_source_language,review_verified_meaning,review_line_type,review_status,review_notes
chat_event_tab_guten_tag__qFbf,likely_foreign_phrase,14,11,Guten; Pilger; Geht; hier; nicht; weiter; Straßen; sind; schlecht; gefährlich,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,"Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Hör auf hier, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Hör auf hier, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.",,,,,
dial_musa_z_ma_hergot_hm__6K65,likely_foreign_phrase,14,9,Herr; Gott,"foreign-lexicon hit(s): Herr, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, herr",Herr Gott? Hmm… I see some German words have caught on in Italy.,Mein Gott（我的上帝）？嗯…看来有些德语词在意大利也流行起来了。,Herr Gott? Hmm… I see some German words have caught on in Italy.,Mein Gott（我的老天）？嗯……看來有些德意志單詞在義大利很流行呢。,"Hergot? Hm... koukám, že ve Vlašské zemi se uchytila německá slova.","Hergot? Hm... Vidím, že ve Vlaších se uchytila německá slova.",!P Mein Gott? Hmm… I see some German words have caught on in Italy.,Herr Gott? Hmm… I see some German words have caught on in Italy.,Herr Gott? Hmm… I see some German words have caught on in Italy.,Herr Gott? Hmm. Video in Italia vocabulis Theodiscis utantur.,Herr Gott? Hmm… I see some German words have caught on in Italy.,Kurva? Hmm ... In Italien spricht man wohl auch etwas Tschechisch.,Herr Gott? Hmm… I see some German words have caught on in Italy.,Mein Gott? Hmm… Vedo in Italia il tedesco ha attecchito bene.,Herr Gott? Hmm… I see some German words have caught on in Italy.,（ゼア・グート？  ふむ…  イタリアでは<br/>ドイツ語が流行っているのでしょうか）,Herr Gott? Hmm… I see some German words have caught on in Italy.,Mein Gott? 흠... 요즘은 이탈리아에서도 독일어를 많이 쓰나 봅니다.,Herr Gott? Hmm… I see some German words have caught on in Italy.,"Mein Gott? Hmm... widzę, że we Włoszech podłapałeś trochę niemieckiego.",Herr Gott? Hmm… I see some German words have caught on in Italy.,Mein Gott? Hmm… Vejo que algumas palavras germânicas se popularizaram na Itália.,Herr Gott? Hmm… I see some German words have caught on in Italy.,Mein Gott? Хм... Я вижу в Италии теперь много говорят по-немецки.,Herr Gott? Hmm… I see some German words have caught on in Italy.,¿Herr Gott? Hmm… Veo que algunas palabras alemanas se han puesto de moda en Italia.,Herr Gott? Hmm… I see some German words have caught on in Italy.,Mein Gott? Hımm… Bakıyorum da İtalya'da bazı Almanca sözler yaygınlaşmış.,Herr Gott? Hmm… I see some German words have caught on in Italy.,"Mein Gott? Гм-м... Бачу, деякі німецькі слова дійшли аж до Італії.",Herr Gott? Hmm… I see some German words have caught on in Italy.,Herr Gott? Hừm… Ở Ý giờ chuộng tiếng Đức à?,,,,,
dlc2_pozdrav_c_gruss_gott_mHo6,likely_foreign_phrase,14,11,Grüß; Gott; Bruder; Schmied,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,"Grüß Gott, Bruder Schmied!",愿上帝保佑你，铁匠兄弟！,"Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Gruss Gott, Bruder Schmied!","Gruss Gott, Bruder Schmied!","Gruss Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüss Gott, Bruder Schmied !","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied.","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","¡Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!",,,,,
dlc2_pozdrav_m_gruss_gott_48YB,mixed_or_ambiguous,14,11,Grüß; Gott; Meister; Heinrich,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,"Grüß Gott, Meister Heinrich!",愿主保佑你，亨利师傅！,"Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüss Gott, Meister Heinrich!","Grüss Gott, Meister Heinrich!","Grüss Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!",,,,,
eich_cechmistr_podivej_se_OX2O,likely_foreign_phrase,14,9,mein; Freund; Boris,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Ah, listen, mein Freund… Boris could not tell you everything…",啊，听着，mein Freund（我的朋友）……布里斯没全都告诉你......,"Ah, listen, mein Freund… Boris could not tell you everything…",啊，聽我說，mein Freund（我的朋友）……伯里斯沒把事情一五一十告訴你……,"Poslouchej, mein Freund, Zbořek ti samozřejmě nemohl říct všechno...","Poslouchej, mein Freund, Zbořek ti samozřejmě nemohl říct všechno...","Ah, listen, mein Freund… Boris could not tell you everything…","Ah, listen, mein Freund… Boris could not tell you everything…","Ah, listen, mein Freund… Boris could not tell you everything…","Ah, écoute, mein Freund… Boris n'a pas pu tout te dire…","Ah, listen, mein Freund… Boris could not tell you everything…","Hör zu, mein Freund ... Boris konnte dir nicht alles sagen ...","Ah, listen, mein Freund… Boris could not tell you everything…","Ah, ascolta, mein Freund… Boris non poteva dirti tutto…","Ah, listen, mein Freund… Boris could not tell you everything…",よく聞け…<br/>ボリスはお前にすべてを話したわけじゃない…,"Ah, listen, mein Freund… Boris could not tell you everything…","아, 그래, mein Freund... 보리스가 다 말해줄 수는 없었을 테니...","Ah, listen, mein Freund… Boris could not tell you everything…","Słuchaj, mein Freund... Borys nie mógł powiedzieć ci wszystkiego...","Ah, listen, mein Freund… Boris could not tell you everything…","Ah, escute, mein Freund… O Bóris não podia te contar tudo…","Ah, listen, mein Freund… Boris could not tell you everything…","А. Я объясню, Freund… Зборжек не все тебе мог рассказать...","Ah, listen, mein Freund… Boris could not tell you everything…","Ah, escuchadme, mein Freund… Boris no os lo podía relatar todo.","Ah, listen, mein Freund… Boris could not tell you everything…","Ah, dinle, mein Freund… Boris sana her şeyi anlatamadı…","Ah, listen, mein Freund… Boris could not tell you everything…","Послухай, mein Freund… Зборжек не міг сказати тобі всього…","Ah, listen, mein Freund… Boris could not tell you everything…","À, nghe này, bạn tôi… Boris không thể kể hết cho cậu…",,,,,
eldr_puskar_el_gott_sei_d_vLJo,likely_foreign_phrase,14,11,Gott; Dank; meinem; Pferd,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,Gott sei Dank（感谢上帝）！希望他没出意外——还有meinem Pferd（我的马）也没出意外!,Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,Gott sei Dank（謝天謝地）！希望他別出什麼事，還有meinem Pferd（我的馬）也是！,Gott sei Dank! Snad se jemu ani meinem Pferd nic nestalo...,"Gott sei Dank! Snad se jemu ani meinem Pferd, koňovi, nic nestalo...",Gott sei Dank! Hopefully nothing’s happened to him — or meinem Pferd!,Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,Gott sei Dank ! Espérons qu'il ne lui est rien arrivé… ou meinem Pferd !,Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,Gott sei Dank! Hoffentlich ist ihm nichts zugestoßen – oder meinem Pferd!,Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,"Gott sei Dank! Spero non sia accaduto nulla a lui, né al cavallo… Meinem Pferd!",Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,ありがとう！  妙なことに<br/>巻き込まれてないといいが…  私の馬もな,Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,Gott sei Dank! 녀석에게 별일이 없어야 할 텐데. Meinem Pferd에게도!,Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,"Gott sei Dank! Mam nadzieję, że nic mu się nie stało – albo meinem Pferd!",Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,"Gott sei Dank! Espero que não tenha acontecido nada com ele, ou com meinem Pferd!",Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,"Gott sei Dank! Я стану надеяться, что он все карашо – и meinem Pferd тоже!",Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,¡Gott sei Dank! Espero que no le haya ocurrido nada… ¡Y a meinem Pferd tampoco!,Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,Gott sei Dank! Umarım başına bir şey gelmemiştir — or meinem Pferd!,Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,"Gott sei Dank! Сподіваюся, з ним нічого не сталося або з meinem Pferd!",Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,Gott sei Dank! Hy vọng không có chuyện gì xảy ra với nó - hoặc con ngựa của tôi!,,,,,
endi_rozloucen_auf_wieder_jbrq,likely_foreign_phrase,14,11,Wiedersehen; einen; guten; Abend; dich,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und Guten Abend!,Auf Wiedersehen und einen guten Abend für dich!,!P Auf Wiedersehen und Guten Abend!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,¡Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und Guten Abend!,,,,,
endi_rozloucen_auf_wieder_sj0d,likely_foreign_phrase,14,11,Wiedersehen; einen; guten; Abend; dich,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und Guten Abend!,Auf Wiedersehen und einen guten Abend für dich!,!P Auf Wiedersehen und Guten Abend!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,¡Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und einen guten Abend für dich!,Auf Wiedersehen und Guten Abend!,,,,,
endi_rozloucen_bis_bald_u_TkzD,likely_foreign_phrase,14,11,bald; einen; guten; Abend; dich,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und Guten Abend!,Bis bald und einen guten Abend für dich!,!P Bis bald und Guten Abend!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,¡Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und Guten Abend!,,,,,
endi_rozloucen_bis_bald_u_kcUz,likely_foreign_phrase,14,11,bald; einen; guten; Abend; dich,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und Guten Abend!,Bis bald und einen guten Abend für dich!,!P Bis bald und Guten Abend!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,¡Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und einen guten Abend für dich!,Bis bald und Guten Abend!,,,,,
endi_rozloucen_gott_mit_d_aMhC,likely_foreign_phrase,14,7,Gott; mein; Herr,"foreign-lexicon hit(s): Gott, mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: gott, herr, mein","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott mit dir, Mein Herr!","Gott sei mit dir, mein Herr!","!P Gott mit dir, Mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr.","Gott sei mit dir, mein Herr!","¡Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott mit dir, Mein Herr!",,,,,
endi_rozloucen_gott_mit_d_ffjt,likely_foreign_phrase,14,7,Gott; mein; Herr,"foreign-lexicon hit(s): Gott, mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: gott, herr, mein","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott mit dir, Mein Herr!","Gott sei mit dir, mein Herr!","!P Gott mit dir, Mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr.","Gott sei mit dir, mein Herr!","¡Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!","Gott sei mit dir, mein Herr!",,,,,
goss_gossip_na_mein_gott_wBag,likely_foreign_phrase,14,9,Mein; Gott,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",Mein Gott …,Mein Gott...,Mein Gott …,Mein Gott…（我的天啊……）,Mein gott...,Mein Gott...,Mein gott...,Mein Gott …,Mein Gott …,Mein Gott…,Mein Gott …,Mein Gott …,Mein Gott …,Mein Gott …,Mein Gott …,Mein Gott …,Mein Gott …,Mein Gott...,Mein Gott …,Mein Gott...,Mein Gott …,Mein Gott…,Mein Gott …,Mein Gott…,Mein Gott …,Mein Gott …,Mein Gott …,Mein Gott...,Mein Gott …,Mein Gott…,Mein Gott …,Mein Gott …,,,,,
goss_gossip_na_mmmmmm_agu7,likely_foreign_phrase,14,11,Könnt; jetzt; schon; eigentlich; deinem; Bette; freilich; dich; schützen; Gespenstern,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,"""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""",„... Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.“,Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern,"""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""…Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""… Könnt ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""…Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""",„...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern”.,"""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""…Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""",«...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.»,"""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""…Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","“...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""","""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""",«...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.»,"""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""",...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.',,,,,
