localization_key,classification,revised_score,score,English_reference,English_display,preserved_tokens,classification_notes,review_language,review_meaning,review_line_type,review_status,review_notes
muz__hospodsky_ja_naturli_tXxh,likely_foreign_phrase,15,10,"!P Ja, natürlich mein Herr.","Ja, natürlich mein Herr.",natürlich; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
neme_udo_aus_t_hergot_mil_W9cG,likely_foreign_phrase,15,10,Hergot! I love… Kuttenberg!,Herr Gott! I love… Kuttenberg!,Herr; Gott; Kuttenberg,"foreign-lexicon hit(s): Herr, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, herr",,,,,
priv_obchodnic_ich_grusse_Rplb,likely_foreign_phrase,15,10,"!P Ich grüsse Sie, mein Herr.","Sei gegrüßt, mein Herr.",gegrüßt; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
priv_obchodnik_ich_grusse_qguD,likely_foreign_phrase,15,10,"!P Ich grüsse Sie, mein Herr.","Sei gegrüßt, mein Herr.",gegrüßt; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
reak_soldier_k_oh_mein_go_SV0k,likely_foreign_phrase,15,10,"!P Oh, mein Gott... es ist vorbei.","Oh, mein Gott … es ist vorbei.",mein; Gott; vorbei,"foreign-lexicon hit(s): mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,,,,
reak_soldier_k_oh_scheiss_kNgV,likely_foreign_phrase,15,10,"!P Oh, Scheisse, ich blute... das ist nicht gut.","Oh, Scheiße, ich blute … das ist nicht gut.",Scheiße; blute; nicht,"foreign-lexicon hit(s): Scheiße, nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht, scheisse",,,,,
rozh_kupec_vel_tak_to_byc_GNwW,likely_foreign_phrase,15,10,"Well, that’s settled, Auf Wiedersehen mein Freund.","Well, that’s settled, auf Wiedersehen mein Freund.",Wiedersehen; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
rozl_obchodnic_danke_und__TBcu,likely_foreign_phrase,15,10,"Danke und viel Glück für die Zukunft, mein Freund.","Danke und viel Glück für die Zukunft, mein Freund.",Danke; viel; Glück; Zukunft; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
rozl_obchodnic_danke_und__kmLF,likely_foreign_phrase,15,10,"Danke und viel Glück für die Zukunft, mein Herr.","Danke und viel Glück für die Zukunft, mein Herr.",Danke; viel; Glück; Zukunft; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
rozl_obchodnik_danke_und__3hA2,likely_foreign_phrase,15,10,"Danke und viel Glück für die Zukunft, mein Herr.","Danke und viel Glück für die Zukunft, mein Herr.",Danke; viel; Glück; Zukunft; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
rozl_obchodnik_danke_und__UWAN,likely_foreign_phrase,15,10,"Danke und viel Glück für die Zukunft, mein Freund.","Danke und viel Glück für die Zukunft, mein Freund.",Danke; viel; Glück; Zukunft; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
s_el_puskar_el_ja_vedel_z_ze1g,likely_foreign_phrase,15,10,"Vielen Dank, mein Freund! I knew you wouldn’t let me down, Henry!","Vielen Dank, mein Freund! I knew you wouldn’t let me down, Henry!",Vielen; Dank; mein; Freund; Henry,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein",,,,,
spol_utok_na_m_mein_gott__H7X0,likely_foreign_phrase,15,10,"!P Mein Gott, Heinrich… What are you doing?","Mein Gott, Heinrich… What are you doing?",Mein; Gott; Heinrich,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,,,,
utik_soldier_u_oh_mein_go_U921,likely_foreign_phrase,15,10,"!P Oh, mein Gott, Jungs...","Oh, mein Gott, Jungs …",mein; Gott; Jungs,"foreign-lexicon hit(s): mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein",,,,,
zena_hospodska_ja_naturli_M9br,likely_foreign_phrase,15,10,"!P Ja, natürlich mein Herr.","Ja, natürlich mein Herr.",natürlich; mein; Herr,"foreign-lexicon hit(s): mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: herr, mein",,,,,
laze_lazebnice_hm_es_ist__2Q0t,likely_foreign_phrase,15,8,"Hm, es ist nicht schlecht... nicht schlecht, mein Freund.","Hm, nicht schlecht ... nicht schlecht, mein Freund.",nicht; schlecht; mein; Freund,"foreign-lexicon hit(s): nicht, mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein, nicht",,,,,
o_zi_hagen_tro_entschuldi_YoEJ,likely_foreign_phrase,15,8,"!P Entschuldigung, mein Freund, but you'd better talk about that with mein Herr von Morgenstern.","Entschuldigung, mein Freund, but you'd better talk about that with Herr von Morgenstern.",Entschuldigung; mein; Freund; Herr; Morgenstern,"foreign-lexicon hit(s): mein, Freund, Herr | multiple preserved tokens | foreign lexicon visible in English display: freund, herr, mein",,,,,
reme_remeslnik_ich_kann_d_WP7p,likely_foreign_phrase,15,8,"!P Mein Gott, ich kann nicht mehr.","Mein Gott, ich kann nicht mehr.",Mein; Gott; kann; nicht; mehr,"foreign-lexicon hit(s): Mein, Gott, nicht | multiple preserved tokens | foreign lexicon visible in English display: gott, mein, nicht",,,,,
rozl_rozloucen_gott_sei_m_OlDe,likely_foreign_phrase,15,8,"!P Gott sei mit dir, mein Herr.","Gott sei mit Euch, mein Herr.",Gott; Euch; mein; Herr,"foreign-lexicon hit(s): Gott, mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: gott, herr, mein",,,,,
rozl_rozloucen_gott_sei_m_UmNQ,likely_foreign_phrase,15,8,"!P Gott sei mit dir, mein Herr.","Gott sei mit Euch, mein Herr.",Gott; Euch; mein; Herr,"foreign-lexicon hit(s): Gott, mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: gott, herr, mein",,,,,
pozd_pozdrav_n_gott_segne_L3JS,likely_foreign_phrase,15,7,"Gott segne dich, mein Freund!","Gott segne dich, mein Freund!",Gott; segne; dich; mein; Freund,"foreign-lexicon hit(s): Gott, dich, mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: dich, freund, gott, mein",,,,,
pozd_pozdrav_n_gott_segne_dfFz,likely_foreign_phrase,15,7,"Gott segne dich, mein Freund!","Gott segne dich, mein Freund!",Gott; segne; dich; mein; Freund,"foreign-lexicon hit(s): Gott, dich, mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: dich, freund, gott, mein",,,,,
pozd_uctivy_po_gott_segne_WCSp,likely_foreign_phrase,15,7,"Gott segne dich, mein Herr!","Gott segne dich, mein Herr!",Gott; segne; dich; mein; Herr,"foreign-lexicon hit(s): Gott, dich, mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: dich, gott, herr, mein",,,,,
pozd_uctivy_po_gott_segne_ZYEh,likely_foreign_phrase,15,7,"Gott segne dich, mein Herr!","Gott segne dich, mein Herr!",Gott; segne; dich; mein; Herr,"foreign-lexicon hit(s): Gott, dich, mein, Herr | multiple preserved tokens | foreign lexicon visible in English display: dich, gott, herr, mein",,,,,
vyhe_dlc2_stre_bis_bald_m_JCkF,likely_foreign_phrase,15,7,"Bis bald, mein Freund! Gott segne dich.","Bis bald, mein Freund! Gott segne dich.",bald; mein; Freund; Gott; segne; dich,"foreign-lexicon hit(s): mein, Freund, Gott, dich | multiple preserved tokens | foreign lexicon visible in English display: dich, freund, gott, mein",,,,,
arne_arne_nemec_to_nesnad_qY0U,likely_foreign_phrase,14,11,"That is not easy, so I stole some fabrics to get money to pay Menhard for lessons. Das ist nicht einfach, also... I have some Stoffe stolen. To have Geld to pay für Unterricht... lessons... bei Meinhard.","Das ist nicht einfach, also... I have some Stoffe stolen. To have Geld to pay für Unterricht... lessons... bei Menhard.",nicht; einfach; also; Stoffe; Geld; Unterricht; Menhard,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
chat_event_tab_guten_tag__qFbf,likely_foreign_phrase,14,11,"Guten Tag, Pilger! Hör auf hier, die Straßen sind schlecht und gefährlich.","Guten Tag, Pilger! Geht hier nicht weiter, die Straßen sind schlecht und gefährlich.",Guten; Pilger; Geht; hier; nicht; weiter; Straßen; sind; schlecht; gefährlich,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
dlc2_pozdrav_c_gruss_gott_mHo6,likely_foreign_phrase,14,11,"Gruss Gott, Bruder Schmied!","Grüß Gott, Bruder Schmied!",Grüß; Gott; Bruder; Schmied,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
dlc2_pozdrav_m_gruss_gott_48YB,mixed_or_ambiguous,14,11,"Grüss Gott, Meister Heinrich!","Grüß Gott, Meister Heinrich!",Grüß; Gott; Meister; Heinrich,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
eldr_puskar_el_gott_sei_d_vLJo,likely_foreign_phrase,14,11,Gott sei Dank! Hopefully nothing’s happened to him — or meinem Pferd!,Gott sei Dank! Hopefully nothing’s happened to him - or meinem Pferd!,Gott; Dank; meinem; Pferd,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
endi_rozloucen_auf_wieder_jbrq,likely_foreign_phrase,14,11,!P Auf Wiedersehen und Guten Abend!,Auf Wiedersehen und einen guten Abend für dich!,Wiedersehen; einen; guten; Abend; dich,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
endi_rozloucen_auf_wieder_sj0d,likely_foreign_phrase,14,11,!P Auf Wiedersehen und Guten Abend!,Auf Wiedersehen und einen guten Abend für dich!,Wiedersehen; einen; guten; Abend; dich,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
endi_rozloucen_bis_bald_u_TkzD,likely_foreign_phrase,14,11,!P Bis bald und Guten Abend!,Bis bald und einen guten Abend für dich!,bald; einen; guten; Abend; dich,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
endi_rozloucen_bis_bald_u_kcUz,likely_foreign_phrase,14,11,!P Bis bald und Guten Abend!,Bis bald und einen guten Abend für dich!,bald; einen; guten; Abend; dich,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
goss_gossip_na_mmmmmm_agu7,likely_foreign_phrase,14,11,Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern,"""...Könnt' ich jetzt schon eigentlich von deinem Bette freilich dich schützen vor Gespenstern.""",Könnt; jetzt; schon; eigentlich; deinem; Bette; freilich; dich; schützen; Gespenstern,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
goss_gossip_na_mmmmmmmmmmm_Lw1W,likely_foreign_phrase,14,11,Sobald du mich besuchst vergangen seine Wanderslust sich nicht vom Flecke rühret,"""...Insobald du mich besuchst vergangen seine Wanderslust sich nicht vom Flecke rühret.""",Insobald; mich; besuchst; vergangen; seine; Wanderslust; sich; nicht; Flecke; rühret,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
gree_pozdrav_m_ein_bad_wu_wECU,likely_foreign_phrase,14,11,"Ein Bad würde dir nicht schaden, Schmutzer!","Ein Bad würde dir nicht schaden, du Schmutzfink!",würde; nicht; schaden; Schmutzfink,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
gree_pozdrav_m_gru_dich_a_qepG,likely_foreign_phrase,14,11,Grüß dich... aber du bist voller Blut!,Grüß dich … Aber du bist ja voller Blut!,Grüß; dich; Aber; bist; voller; Blut,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
gree_pozdrav_m_gru_dich_w_aXJ8,likely_foreign_phrase,14,11,Grüß dich! Was willst du nachts so?,Grüß dich! Was willst du denn nachts noch?,Grüß; dich; willst; denn; nachts; noch,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
gree_pozdrav_m_gru_gott_w_a2kX,likely_foreign_phrase,14,11,Grüß Gott! Was willst du nachts so?,Grüß Gott! Was willst du denn nachts noch?,Grüß; Gott; willst; denn; nachts; noch,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
gree_pozdrav_m_gru_gott_w_imjE,mixed_or_ambiguous,14,11,"Grüß Gott! Was du brauchst, Heinrich?","Grüß Gott! Was brauchst du, Heinrich?",Grüß; Gott; brauchst; Heinrich,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
gree_pozdrav_n_du_hast_da_F1OR,likely_foreign_phrase,14,11,"!P Du hast das Match gewonnen mit Nüchternheit, mein Freund!","Du hast den Kampf gegen die Nüchternheit wohl gewonnen, Freund!",hast; Kampf; gegen; Nüchternheit; wohl; gewonnen; Freund,foreign-lexicon hit(s): Freund | multiple preserved tokens | foreign lexicon visible in English display: freund,,,,,
gree_pozdrav_n_eh_wasch_d_89RQ,likely_foreign_phrase,14,11,!P Eh... Wasch dich! Du siehst schrecklich aus.,Äh … Wasch dich! Du siehst schrecklich aus.,Wasch; dich; siehst; schrecklich,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
gree_pozdrav_n_servus_und_d5dJ,likely_foreign_phrase,14,11,!P Servus... und ich fühle dich auch!,Servus … Habe dich schon von Weitem gerochen!,Servus; Habe; dich; schon; Weitem; gerochen,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
gree_pozdrav_z_eh_wasch_d_uq6G,likely_foreign_phrase,14,11,!P Eh... Wasch dich! Du siehst schrecklich aus.,Äh … Wasch dich! Du siehst schrecklich aus.,Wasch; dich; siehst; schrecklich,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
gree_pozdrav_z_ein_bad_wu_ruHk,likely_foreign_phrase,14,11,"!P Ein Bad würde dir nicht schaden, Schmutzer!","Ein Bad würde dir nicht schaden, du Schmutzfink!",würde; nicht; schaden; Schmutzfink,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
gree_pozdrav_z_gru_dich_a_pT7X,likely_foreign_phrase,14,11,!P Grüß dich... aber du bist voller Blut!,Grüß dich … aber du bist ja voller Blut!,Grüß; dich; aber; bist; voller; Blut,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
gree_pozdrav_z_gru_dich_w_Qobd,likely_foreign_phrase,14,11,!P Grüß dich! Wie kann ich dir helfen?,Grüß dich! Wie kann ich dir helfen?,Grüß; dich; kann; helfen,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
gree_pozdrav_z_gru_dich_w_Sxr5,likely_foreign_phrase,14,11,!P Grüß dich! Was willst du nachts so?,Grüß dich! Was willst du denn nachts noch?,Grüß; dich; willst; denn; nachts; noch,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
gree_pozdrav_z_gru_gott_w_3QeF,mixed_or_ambiguous,14,11,"!P Grüß Gott! Was du brauchst, Heinrich?","Grüß Gott! Was du brauchst, Heinrich?",Grüß; Gott; brauchst; Heinrich,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
gree_pozdrav_z_gru_gott_w_k8Ur,likely_foreign_phrase,14,11,!P Grüß Gott! Was willst du nachts so?,Grüß Gott! Was willst du denn nachts noch?,Grüß; Gott; willst; denn; nachts; noch,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
hosp_hospodyne_beruhige_d_Wove,likely_foreign_phrase,14,11,"!P Beruhige dich Madchen, beruhige...","Ganz ruhig, mein Mädchen …",Ganz; ruhig; mein; Mädchen,foreign-lexicon hit(s): mein | multiple preserved tokens | foreign lexicon visible in English display: mein,,,,,
lore_event_tab_ja_ja_das__EplN,likely_foreign_phrase,14,11,"Ja, ja, das ist eine schwere Zeit. Pflichten, Gebühren, Schmiergelder, dieses Land ist beschissen, aber das kann man nicht verstehen.","Ja, ja, das ist eine schwere Zeit. Zoll, Gebühren, Schmiergelder, dieses Land ist beschissen, aber das kann man nicht verstehen.",eine; schwere; Zeit; Zoll; Gebühren; Schmiergelder; dieses; Land; beschissen; aber; kann; nicht; verstehen,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
neco_soldier_n_achtung_ic_vU03,likely_foreign_phrase,14,11,!P Achtung! Ich kann nicht schießen!,Achtung! Ich kann nicht schießen!,Achtung; kann; nicht; schießen,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
neme_udo_aus_t_himmel_sem_678G,likely_foreign_phrase,14,11,"Himmel, I told you already… Aus Tuber, ah nein, Taube… Tauber… Bis… Hofissam.","Gott im Himmel! I have already told you… Aus Tuber, ah nein, Taube… Tauber… Bis… Hofissam.",Gott; Himmel; Tuber; nein; Taube; Tauber; Hofissam,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
neme_udo_aus_t_ja_sem__ud_b1PU,likely_foreign_phrase,14,11,I'm… Udo… from Tabehoeim… no. Taube… heim… no… Taubshohim… fuck… TAUBERBISCHOFSHEIM!,"I am Udo… from Taubisch… nein, Tauberhofs… heim… Scheisse! Aus TAUBER… BISCHOFS… HEIM!",Taubisch; nein; Tauberhofs; heim; Scheisse; TAUBER; BISCHOFS; HEIM,foreign-lexicon hit(s): Scheisse | multiple preserved tokens | foreign lexicon visible in English display: scheisse,,,,,
neme_udo_aus_t_no_prave_i_lB5y,likely_foreign_phrase,14,11,"Exactly! Ich auch nicht, darum long…","Exakt! Ich auch nicht, also lange… Very long…",Exakt; auch; nicht; also; lange,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
nepr_soldier_n_scheisse_d_KaAf,likely_foreign_phrase,14,11,!P Scheisse! Die Bestie hat mich gebissen!,Scheiße! Das Biest hat mich gebissen!,Scheiße; Biest; mich; gebissen,foreign-lexicon hit(s): Scheiße | multiple preserved tokens | foreign lexicon visible in English display: scheisse,,,,,
o_zi_kupec_tro_eh_jenze_v_p7M1,likely_foreign_phrase,14,11,"!P Eh, but Herr Otto spends more time in Prague than here, and Chamberlain Ulrich… Das ist unnötig.","Eh, but Herr Otto spends more time in Prague than here, and Chamberlain Ulrich… Ach, lassen wir das.",Herr; Otto; Ulrich; lassen,foreign-lexicon hit(s): Herr | multiple preserved tokens | foreign lexicon visible in English display: herr,,,,,
o_zi_kupec_tro_ja_das_ist_DjPk,mixed_or_ambiguous,14,11,"!P Ja, das ist ein schwieriger Fall. Herr von Bergow should finally do something about it…","Ja, das kann man wohl sagen. Herr von Bergow should do something about it at last…",kann; wohl; sagen; Herr; Bergow,foreign-lexicon hit(s): Herr | multiple preserved tokens | foreign lexicon visible in English display: herr,,,,,
o_zi_kupec_tro_zum_gluck__vIiW,mixed_or_ambiguous,14,11,"!P Zum Glück nicht, junger Mann. I am the only merchant here below Trosky.","Zum Glück nicht, junger Mann. I am the only merchant here around Trosky.",Glück; nicht; junger; Mann; Trosky,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
o_zi_mistr_fab_nun_sonst__0syU,likely_foreign_phrase,14,11,"!P Nun, sonst ware ich nicht hier. What would you like?","Nun, sonst wäre ich ja nicht hier. What would you like?",sonst; wäre; nicht; hier,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
o_zi_urso_von__moje_kumpa_1PtK,likely_foreign_phrase,14,11,"!P Meine Gesellschaft ist nicht groß, but for your purposes I think it will suffice.","Meine Truppe ist nicht groß, but for your purposes I think it will suffice.",Meine; Truppe; nicht; groß,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
opti_hospodsky_naturlich__9pPp,likely_foreign_phrase,14,11,"Natürlich und warum nicht? Nobody's a saint, right?","Natürlich, warum auch nicht? Nobody's a saint, right?",Natürlich; warum; auch; nicht,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
pozd_pozdrav_n_gru_gott_m_9RUG,likely_foreign_phrase,14,11,"!P Grüss Gott, meine Damen!","Grüß Gott, meine Damen!",Grüß; Gott; meine; Damen,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
pozd_pozdrav_n_schon_dich_hWyv,likely_foreign_phrase,14,11,"!P Schon dich zu sehen, meine Damen!","Schön dich zu sehen, meine Dame!",Schön; dich; sehen; meine; Dame,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
pozd_uctivy_po_gru_gott_m_f0Sp,likely_foreign_phrase,14,11,"!P Gruss Gott, meine Herrin!","Grüß Gott, meine Herrin!",Grüß; Gott; meine; Herrin,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
pozd_uctivy_po_gru_gott_m_ykpG,likely_foreign_phrase,14,11,"Gruss Gott, meine Herrin!","Grüß Gott, gute Frau!",Grüß; Gott; gute; Frau,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
prat_pratelsky_komm_schon_f5a1,likely_foreign_phrase,14,11,"!P Komm schon, du kannst es nicht ändern.","Komm schon, du kannst es nicht ändern.",Komm; schon; kannst; nicht; ändern,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
pusk_puskar_el_je_to_ostu_tmGi,likely_foreign_phrase,14,11,"!P It is ein Schande, when outlaws have better weapons than the city garrison! And Herr König also knows of this too!",It is eine Schande when outlaws have better weapons than the city garrison! And Herr König surely knows this too!,eine; Schande; Herr; König,foreign-lexicon hit(s): Herr | multiple preserved tokens | foreign lexicon visible in English display: herr,,,,,
reak_soldier_k_es_ist_vor_L2xk,likely_foreign_phrase,14,11,"!P Es ist vorbei, aber das ist nicht gut... Ich blute.","Es ist vorbei, aber das ist nicht gut … Ich blute.",vorbei; aber; nicht; blute,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
reak_soldier_k_gott_es_wa_LDxy,likely_foreign_phrase,14,11,"!P Gott, es wäre fast schiefgegangen.","Gott, es wäre fast schiefgegangen.",Gott; wäre; fast; schiefgegangen,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
rozh_kupec_vel_ale_jiste__9oTJ,likely_foreign_phrase,14,11,"Natürlich, warum auch nicht. Go ahead and look around, so you know what awaits you, junge Mann.","Natürlich, warum auch nicht. Go ahead and look around, so you know what awaits you, junger Mann.",Natürlich; warum; auch; nicht; junger; Mann,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
rozh_kupec_vel_tak_to_nej_47He,likely_foreign_phrase,14,11,"Sie sind nicht der Erste, but I’ll tell you the same as the last one… Leck mich am Arsch damit!","Du bist nicht der Erste, but I’ll tell you the same as the last one… Leck mich am Arsch!",bist; nicht; Erste; Leck; mich; Arsch,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
rudo_rudokupec_sancta_pet_ehIs,likely_foreign_phrase,14,11,!P Sancta Petronilla? Hmm… Weiss nicht.,Sancta Petronilla? Hmm… Weiß nicht.,Sancta; Petronilla; Weiß; nicht,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
s_ho_hospodsky_protoze_se_37sC,mixed_or_ambiguous,14,11,"!P Pah… because even though they are certainly deserters, they still wear Hungarian colours and the people here are scared to death of Sigismund... und weiß Gott zu Recht!","Pah… because even though they are certainly deserters, they still wear Hungarian colours and the people here are scared to death of Sigismund... und weiß Gott zu Recht!",Sigismund; weiß; Gott; Recht,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,,,,,
situ_situace_p_ich_hoffe__Ghog,likely_foreign_phrase,14,11,"Ich hoffe, sie hängen dich das nächstemal, Bastard!","Ich hoffe, sie hängen dich nächstes Mal auf, du Mistkerl!",hoffe; hängen; dich; nächstes; Mistkerl,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
situ_situace_p_ich_hoffe__K11w,likely_foreign_phrase,14,11,"Ich hoffe, sie hängen dich das nächstemal, Bastard!","Ich hoffe, sie hängen dich nächstes Mal auf, du Mistkerl!",hoffe; hängen; dich; nächstes; Mistkerl,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,,,,,
slec_aktivita__a_nesetril_klG9,likely_foreign_phrase,14,11,!P And no hold back on decoration! Sword must shine like gold in sun. Mein Nachbar könnte vor Neid platzen!,And no hold back on decoration! Sword must shine like gold in sun. Mein Nachbar könnte vor Neid platzen!,Mein; Nachbar; könnte; Neid; platzen,foreign-lexicon hit(s): Mein | multiple preserved tokens | foreign lexicon visible in English display: mein,,,,,
svat_quest_tip_nevim_o_co_4WOi,likely_foreign_phrase,14,11,"... Ich weiß nicht, was los ist, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.",weiß; nicht; worum; geht,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
ulri_event_tab_gut_gut_es_bBId,likely_foreign_phrase,14,11,"Gut, gut, es ist nicht wichtig, doch Wir saß auf einem Felsenstein, und schlug ein Bein über das andre Bein...","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …",nicht; wichtig; doch; saßen; einem; Stein; schlugen; Bein; über; andre,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
utik_soldier_u_nein_das_w_fq6Z,likely_foreign_phrase,14,11,"!P Nein, das wird nicht passieren...","Nein, das wird nicht passieren …",Nein; wird; nicht; passieren,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,,,,,
zaka_zakaznik__ich_hatte__O5hP,likely_foreign_phrase,14,11,Ich hätte mein Fleisch gern durch!,Ich hätte mein Fleisch gern durchgebraten!,hätte; mein; Fleisch; gern; durchgebraten,foreign-lexicon hit(s): mein | multiple preserved tokens | foreign lexicon visible in English display: mein,,,,,
dial_musa_z_ma_hergot_hm__6K65,likely_foreign_phrase,14,9,!P Mein Gott? Hmm… I see some German words have caught on in Italy.,Herr Gott? Hmm… I see some German words have caught on in Italy.,Herr; Gott,"foreign-lexicon hit(s): Herr, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, herr",,,,,
